id,popularity,budget,revenue,original_title,cast,director,keywords,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year
17203,0.65309,30739432.899226304,637769.0,Blow Dry,Alan Rickman|Josh Hartnett|Natasha Richardson|Rachael Leigh Cook|Rachel Griffiths,Paddy Breathnach,independent film,91.0,Comedy|Drama,Intermedia Films|Mirage Enterprises|West Eleven Films|IMF Internationale Medien und Film GmbH & Co. Produktions KG,3/1/01,16,5.4,2001
12103,0.65104,50000000.0,100020092.0,Don't Say a Word,Michael Douglas|Sean Bean|Brittany Murphy|Skye McCole Bartusiak|Guy Torry,Gary Fleder,cemetery|diamant|suspense|psychiatrist|killer,113.0,Thriller,20th Century Fox|Village Roadshow Pictures|NPV Entertainment|Regency Enterprises|Kopelson Entertainment,9/28/01,106,6.1,2001
9378,0.648659,30739432.899226304,89220658.32474227,Thir13en Ghosts,Tony Shalhoub|Embeth Davidtz|Matthew Lillard|Shannon Elizabeth|Matthew Harrison,Steve Beck,hunter|nanny|nudity|collector|house,91.0,Horror|Thriller,Columbia Pictures Corporation|Dark Castle Entertainment|Warner Bros.|13 Ghosts Productions Canada Inc.,10/26/01,221,5.2,2001
9290,0.635377,21150000.0,39438674.0,Crocodile Dundee in Los Angeles,Paul Hogan|Linda Kozlowski|Jere Burns|Jonathan Banks|Alec Wilson,Simon Wincer,crocodile|traffic jam|los angeles|stolen painting,92.0,Adventure|Comedy,Bungalow Productions|Silver Lion Films|Vision View Entertainment,4/12/01,75,4.8,2001
12149,0.625438,11000000.0,13110448.0,Frailty,Bill Paxton|Matthew McConaughey|Powers Boothe|Matt O'Leary|Jeremy Sumpter,Bill Paxton,loss of mother|ax|serial killer|demon|fbi agent,100.0,Drama|Thriller|Crime,Cinerenta Medienbeteiligungs KG|American Entertainment Partners L.P.|David Kirschner Productions,11/17/01,136,6.8,2001
21448,0.624372,30739432.899226304,89220658.32474227,Mickey's Magical Christmas: Snowed in at the House of Mouse,Wayne Allwine|Tony Anselmo|Carlos Alazraqui|Jeff Bennett|Jodi Benson,Tony Craig|Rick Schneider-Calabash|Roberts Gannaway,holiday|narration|compilation,65.0,Animation|Family|Comedy,Walt Disney Studios Home Entertainment,11/6/01,28,6.4,2001
5852,0.612923,53000000.0,29700000.0,Angel Eyes,Jennifer Lopez|Jim Caviezel|Jeremy Sisto|Terrence Howard|SÃ´nia Braga,Luis Mandoki,car crash|police officer,102.0,Drama|Romance|Thriller,Warner Bros. Pictures|Franchise Pictures|Morgan Creek Productions,5/15/01,51,5.6,2001
11457,0.605248,18000000.0,89220658.32474227,Life as a House,Kevin Kline|Kristin Scott Thomas|Hayden Christensen|Jena Malone|Mary Steenburgen,Irwin Winkler,father-son relationship|house|cancer|drug|divorce,125.0,Drama,New Line Cinema,10/25/01,60,7.0,2001
6440,0.605017,30739432.899226304,89220658.32474227,The Shipping News,Kevin Spacey|Julianne Moore|Cate Blanchett|Judi Dench|Pete Postlethwaite,Lasse HallstrÃ¶m,sex|adultery|based on novel|fishing|isolation,111.0,Drama|Romance,Miramax Films,12/18/01,48,6.3,2001
11313,0.589432,31000000.0,24185781.0,Hearts in Atlantis,Anthony Hopkins|Anton Yelchin|Hope Davis|Mika Boorem|David Morse,Scott Hicks,american football|billard|baseball bat|richard nixon|psychic power,101.0,Drama|Mystery,Castle Rock Entertainment,9/7/01,60,6.3,2001
1548,0.580121,30739432.899226304,89220658.32474227,Ghost World,Thora Birch|Scarlett Johansson|Steve Buscemi|Brad Renfro|Bob Balaban,Terry Zwigoff,high school friends|art class|record collector|plaster|personal ad,111.0,Comedy|Drama,Jersey Films|Granada Film Productions|Capitol Films|Mr. Mudd Production|United Artists Pictures,7/20/01,204,6.9,2001
2176,0.578314999999999,30000000.0,23619609.0,The Glass House,Leelee Sobieski|Diane Lane|Stellan SkarsgÃ¥rd|Bruce Dern|Kathy Baker,Daniel Sackheim,california|loss of parents|siblings|suspense|psychological thriller,106.0,Drama|Thriller,Original Film,9/14/01,108,5.3,2001
2749,0.572909,60000000.0,56359980.0,15 Minutes,Robert De Niro|Charlize Theron|Edward Burns|Kelsey Grammer|Avery Brooks,John Herzfeld,new york|female nudity|prison|prostitute|rape,120.0,Action|Crime|Thriller,New Line Cinema|Industry Entertainment|Tribeca Productions|New Redemption Pictures,3/1/01,84,5.7,2001
11065,0.56968,30739432.899226304,16017403.0,O,Mekhi Phifer|Josh Hartnett|Andrew Keegan|Julia Stiles|Martin Sheen,Tim Blake Nelson,sex|jealousy|girlfriend|high school|columbine,95.0,Drama|Romance|Thriller,FilmEngine|Chickie The Cop Production|Daniel Fried Productions|Rhulen Entertainment,8/31/01,37,5.8,2001
20857,0.565877,32000000.0,40222729.0,Hardball,Keanu Reeves|Diane Lane|Michael B. Jordan|D. B. Sweeney|John Hawkes,Brian Robbins,deportes,106.0,Comedy|Romance,Paramount Pictures|GHS Productions KG|Munich Film Partners & Company (MFP) GHS Productions|Nides/McCormick Productions,9/14/01,62,6.4,2001
9397,0.561179,80000000.0,98376292.0,Evolution,David Duchovny|Julianne Moore|Orlando Jones|Seann William Scott|Ted Levine,Ivan Reitman,grand canyon|governor|shampoo|high school teacher|fire truck,101.0,Action|Comedy|Science Fiction,"DreamWorks SKG|Columbia Pictures Corporation|Montecito Picture Company, The",6/8/01,362,5.4,2001
10050,0.560135,10000000.0,89220658.32474227,Get Over It,Kirsten Dunst|Ben Foster|Melissa Sagemiller|Colin Hanks|Zoe Saldana,Tommy O'Haver,theatre play|theatre group|high school|falling in love,87.0,Comedy|Romance,Miramax,3/8/01,39,5.6,2001
10833,0.555793,35000000.0,89220658.32474227,Heartbreakers,Sigourney Weaver|Jennifer Love Hewitt|Ray Liotta|Gene Hackman|Jason Lee,David Mirkin,cons and scams,123.0,Crime|Comedy|Romance,Davis Entertainment|Metro-Goldwyn-Mayer (MGM),3/23/01,144,5.6,2001
8489,0.554186,107000000.0,87713825.0,Ali,Will Smith|Jamie Foxx|Jon Voight|Mario Van Peebles|Ron Silver,Michael Mann,usa|transporter|boxer|biography|muhammad,157.0,Drama,Columbia Pictures Corporation,12/11/01,253,6.7,2001
331214,0.537593,30739432.899226304,125000000.0,Band of Brothers,Damian Lewis|Ron Livingston|Frank John Hughes|Frank John Hughes|Scott Grimes,Phil Alden Robinson|Richard Loncraine|Mikael Salomon|David Nutter|Tom Hanks|David Leland|David Frankel|Tony To,world war ii|us army|war|paratroops|combat,705.0,Action|Drama|War,HBO,9/9/01,313,8.0,2001
10972,0.530702999999999,1500000.0,373967.0,Session 9,Peter Mullan|David Caruso|Stephen Gevedon|Josh Lucas|Brendan Sexton III,Brad Anderson,schizophrenia|lunatic asylum|psychology|supernatural powers|supernatural,100.0,Horror|Mystery,October Films|USA Films|Scout Productions,8/10/01,94,6.0,2001
11371,0.526992,68000000.0,71069884.0,The Score,Robert De Niro|Edward Norton|Marlon Brando|Angela Bassett|Paul Soles,Frank Oz,quebec|jewel|scepter|customs house|jewelry heist,124.0,Action|Crime|Thriller,Paramount Pictures|Mandalay Pictures|Horseshoe Bay Productions,7/13/01,217,6.6,2001
1365,0.522846,4000000.0,44909486.0,Monster's Ball,Halle Berry|Billy Bob Thornton|Heath Ledger|Sean Combs|Coronji Calhoun,Marc Forster,southern u.s.|waitress|parents kids relationship|overweight child|loss of child,111.0,Drama|Romance,Lions Gate Films|Lee Daniels Entertainment,11/11/01,107,6.4,2001
10956,0.521071,17700000.0,30987695.0,Joe Dirt,David Spade|Brittany Daniel|Dennis Miller|Adam Beach|Jaime Pressly,Dennie Gordon,parents kids relationship|loss of parents|looking for  birth parents|meteorite|janitor,91.0,Mystery|Adventure|Comedy|Romance|Drama,Columbia Pictures|Happy Madison Productions,4/10/01,122,5.5,2001
10877,0.510452,50000000.0,79958599.0,Exit Wounds,Steven Seagal|DMX|Isaiah Washington|Anthony Anderson|Bill Duke,Andrzej Bartkowiak,corruption|scandal|shadowing|police,101.0,Action|Crime|Thriller,NPV Entertainment|Warner Bros.,3/13/01,52,5.0,2001
2575,0.509877999999999,21000000.0,28008462.0,The Tailor of Panama,Pierce Brosnan|Geoffrey Rush|Jamie Lee Curtis|Leonor Varela|Brendan Gleeson,John Boorman,dancing|spy|birthday|map|fireworks,109.0,Drama|Thriller,Columbia Pictures|Merlin Films,2/11/01,45,5.7,2001
1921,0.499611,40000000.0,65754228.0,Sweet November,Keanu Reeves|Charlize Theron|Jason Isaacs|Greg Germann|Lauren Graham,Pat O'Connor,workaholic|dogsitter,119.0,Drama|Romance,Bel Air Entertainment|Warner Bros.,2/16/01,157,6.5,2001
8386,0.499301,12000000.0,31155435.0,How High,Method Man|Redman|Obba BabatundÃ©|Mike Epps|Anna Maria Horsford,Jesse Dylan,carpet|pimp|harvard university|joint|cannabis,93.0,Comedy,Universal Pictures|Jersey Films|Native Pictures Productions,12/21/01,126,6.5,2001
10646,0.493288,11000000.0,23430766.0,Tomcats,Jerry O'Connell|Shannon Elizabeth|Jake Busey|Horatio Sanz|Bernie Casey,Gregory Poirier,compulsive gambling|roulette|stag night|group of friends,95.0,Comedy|Romance,Columbia Pictures|Revolution Studios,3/30/01,37,4.8,2001
6007,0.478397,30739432.899226304,89220658.32474227,Elling,Per Christian Ellefsen|Sven Nordin|JÃ¸rgen Langhelle|Marit Pia Jacobsen|Per Christensen,Petter NÃ¦ss,mentally disabled,89.0,Comedy|Drama,Maipo Film- og TV Produksjon,3/16/01,27,6.6,2001
11086,0.472538,72000000.0,37317558.0,The Majestic,Jim Carrey|Martin Landau|Laurie Holden|David Ogden Stiers|Hal Holbrook,Frank Darabont,california|falsely accused person|prosecution|anti-communism|hollywood,152.0,Drama|Romance,Village Roadshow Pictures|Castle Rock Entertainment|NPV Entertainment|Darkwoods Productions,12/21/01,82,6.5,2001
12138,0.471789,62000000.0,18720175.0,3000 Miles to Graceland,Kurt Russell|Kevin Costner|Courteney Cox|Christian Slater|Kevin Pollak,Demian Lichtenstein,casino|submachine gun|hold-up robbery|elvis|reference to elvis presley,125.0,Action|Adventure|Comedy|Thriller|Crime,Franchise Pictures|Warner Bros.|Morgan Creek Productions,2/23/01,85,5.4,2001
23949,0.467091,100000.0,490475.0,Tape,Uma Thurman|Ethan Hawke|Robert Sean Leonard,Richard Linklater,shyness|alcohol|sex|jealousy|michigan,86.0,Drama,The Independent Film Channel Productions|Detour Filmproduction|IFC Productions|InDigEnt (Independent Digital Entertainment)|Tape Productions Inc.,1/26/01,28,6.6,2001
28635,0.455335,30739432.899226304,89220658.32474227,Wishmaster 3: Beyond the Gates of Hell,John Novak|A.J. Cook|Tobias Mehler|Jason Connery|Emmanuelle Vaugier,Chris Angel,sequel|djinn|lifting person in air,89.0,Horror,Overseas FilmGroup|GFT Entertainment|Artisan Entertainment|Blue Rider Pictures|Paquin Entertainment Group,10/23/01,15,4.1,2001
14034,0.455072,45000000.0,89220658.32474227,What's the Worst That Could Happen?,Martin Lawrence|Danny DeVito|John Leguizamo|Glenne Headly|Carmen Ejogo,Sam Weisman,business man|master thief|thief|ring,94.0,Action|Comedy,Metro-Goldwyn-Mayer (MGM),5/31/01,31,5.1,2001
10016,0.451722,28000000.0,14010832.0,Ghosts of Mars,Natasha Henstridge|Ice Cube|Jason Statham|Clea DuVall|Pam Grier,John Carpenter,climbing up a wall|hung upside down|flashback within a flashback|cavern|battering,98.0,Action|Horror|Science Fiction,Screen Gems|Storm King Productions|Animationwerks,8/24/01,135,4.6,2001
10878,0.447612,22000000.0,19351569.0,Saving Silverman,Jason Biggs|Steve Zahn|Jack Black|Amanda Peet|Amanda Detmer,Dennis Dugan,female nudity|harassment|class differences|gay marriage|homosexual,90.0,Comedy|Romance|Crime,Village Roadshow Pictures|NPV Entertainment|Columbia Pictures Corporation,2/9/01,75,5.2,2001
2779,0.446532,30739432.899226304,89220658.32474227,The Curse of the Jade Scorpion,Woody Allen|Helen Hunt|John Tormey|John Schuck|Elizabeth Berkley,Woody Allen,hypnosis|independent film,103.0,Comedy|Crime|Mystery|Romance|Thriller,DreamWorks SKG|Gravier Productions,8/5/01,77,6.1,2001
11091,0.443923,48000000.0,35743308.0,Riding in Cars with Boys,Drew Barrymore|Steve Zahn|Adam Garcia|Brittany Murphy|Logan Lerman,Penny Marshall,baby|becoming an adult|puberty|dream|drug addiction,132.0,Comedy|Drama|Romance,Columbia Pictures,10/19/01,54,6.4,2001
10706,0.4396,10000000.0,89220658.32474227,Mimic 2,Bruno Campos|Alix Koromzay|Will Estes|Edward Albert|Gaven E. Lucas,Jean de Segonzac,beach|mutation|transformation|aggression by animal|cockroach,82.0,Horror|Science Fiction|Thriller,Neo Art & Logic|Dimension Films,7/17/01,19,4.5,2001
12610,0.439101,75000000.0,13596911.0,Osmosis Jones,Chris Rock|Laurence Fishburne|David Hyde Pierce|Brandy Norwood|Bill Murray,Bobby Farrelly|Peter Farrelly,cold|flu|lethal virus|construction worker,95.0,Adventure|Animation|Action|Comedy|Family,Conundrum Entertainment|Warner Bros. Animation|Warner Bros.,8/7/01,128,5.6,2001
10778,0.438395,30739432.899226304,89220658.32474227,The Man Who Wasn't There,Billy Bob Thornton|Frances McDormand|Michael Badalucco|James Gandolfini|Scarlett Johansson,Joel Coen,hairdresser|small town|con man|insurance fraud|encounter,116.0,Crime|Drama,The KL Line,5/13/01,153,7.1,2001
10796,0.427875,49000000.0,89220658.32474227,The One,Jet Li|Jason Statham|Carla Gugino|Delroy Lindo|James Morrison,James Wong,dual identity,87.0,Action|Science Fiction|Thriller,Columbia Pictures|Revolution Studios,11/2/01,259,5.5,2001
9104,0.427146,15000000.0,89220658.32474227,Buffalo Soldiers,Joaquin Phoenix|Ed Harris|Scott Glenn|Anna Paquin|Elizabeth McGovern,Gregor Jordan,germany|corruption|sex|based on novel|investigation,98.0,Drama|Comedy|War|Crime|Thriller,Grosvenor Park Films LLP|Film4|Good Machine,9/8/01,45,6.6,2001
24940,0.421293,14000000.0,10424470.0,Head Over Heels,Monica Potter|Freddie Prinze Jr.|Shalom Harlow|Ivana MiliÄeviÄ‡|Sarah Murdoch,Mark Waters,supermodel,86.0,Comedy|Romance,Universal Studios,2/2/01,43,5.3,2001
10491,0.414765,30739432.899226304,15705007.0,Enigma,Dougray Scott|Kate Winslet|Saffron Burrows|Jeremy Northam|Nikolaj Coster-Waldau,Michael Apted,lover (female)|world war ii|radio transmission|leave|friendship,119.0,Mystery|Drama|Thriller|Romance|War,Senator Film Produktion|Meespierson Film CV|Intermedia Films|Broadway Video|Manhattan Pictures International,1/22/01,41,5.9,2001
9799,0.414311,38000000.0,207283925.0,The Fast and the Furious,Paul Walker|Vin Diesel|Michelle Rodriguez|Jordana Brewster|Rick Yune,Rob Cohen,street gang|car race|undercover|auto-tuning|los angeles,106.0,Action|Crime|Thriller,Universal Pictures|Original Film|Ardustry Entertainment|Mediastream Film GmbH & Co. Productions KG,6/22/01,2505,6.4,2001
441,0.40848,6000000.0,705308.0,Human Nature,Patricia Arquette|Tim Robbins|Rhys Ifans|Miranda Otto|Rosie Perez,Michel Gondry,individual|human evolution|philosophy|sexuality|mentally disabled,96.0,Drama|Comedy,Fine Line Features|Senator Film Produktion|Beverly Detroit|StudioCanal|Partizan,5/18/01,30,5.7,2001
9816,0.405522,13000000.0,91038276.0,Save the Last Dance,Julia Stiles|Sean Patrick Thomas|Kerry Washington|Fredro Starr|Terry Kinney,Thomas Carter,ballet dancer|musical|ballet,112.0,Drama|Family|Romance|Music,MTV Films|Cort/Madden Productions,1/12/01,194,6.4,2001
19076,0.403778,30739432.899226304,89220658.32474227,The Affair of the Necklace,Hilary Swank|Simon Baker|Christopher Walken|Hayden Panettiere|Jonathan Pryce,Charles Shyer,marie antoinette|revenge,118.0,Drama|History,Alcon Entertainment,11/20/01,12,5.3,2001
9517,0.400459,30739432.899226304,480811.0,Bully,Brad Renfro|Bijou Phillips|Nick Stahl|Rachel Miner|Michael Pitt,Larry Clark,florida|striptease|homosexuality|independent film|best friend,113.0,Crime|Drama,StudioCanal,6/15/01,52,6.3,2001
59940,0.390268,30739432.899226304,89220658.32474227,Zebra Lounge,Kristy Swanson|Stephen Baldwin|Brandy Ledford|Cameron Daddo|Dara Perlmutter,Kari Skogland,sex|obsession|nudity|fantasy|marriage,93.0,Thriller,Alliance Atlantis Communications,10/4/01,10,4.0,2001
1999,0.390152,1700000.0,89220658.32474227,In the Bedroom,Tom Wilkinson|Sissy Spacek|Nick Stahl|Marisa Tomei|William Mapother,Todd Field,age difference|fishing|arbitrary law|conductor|ex husband,130.0,Drama|Thriller,Miramax Films|GreeneStreet/SKE Films,11/23/01,33,5.6,2001
10054,0.386262,35000000.0,147934180.0,Spy Kids,Alexa PenaVega|Daryl Sabara|Antonio Banderas|Carla Gugino|Alan Cumming,Robert Rodriguez,double life|parents kids relationship|brother sister relationship|loss of parents|secret agent,88.0,Action|Comedy|Family|Adventure,Dimension Films|Troublemaker Studios|Miramax,3/18/01,467,5.5,2001
5955,0.38279,35000000.0,29400000.0,The Pledge,Jack Nicholson|Aaron Eckhart|Helen Mirren|Robin Wright|Vanessa Redgrave,Sean Penn,promise|murder|drawing|porcupine|pledge,123.0,Crime|Drama|Mystery|Thriller,Epsilon Motion Pictures|Franchise Pictures|Morgan Creek Productions|Clyde Is Hungry Films|Pledge Productions,1/9/01,84,6.1,2001
9991,0.381873,30739432.899226304,89220658.32474227,Mean Machine,Vinnie Jones|David Kelly|David Hemmings|Ralph Brown|Vas Blackwood,Barry Skolnick,prison|sport|amateur soccer|soccer coach,99.0,Comedy|Drama,SKA Films,12/26/01,80,6.1,2001
3172,0.381751,75000000.0,67631903.0,Bandits,Bruce Willis|Billy Bob Thornton|Cate Blanchett|Troy Garity|William Converse-Roberts,Barry Levinson,prison,123.0,Action|Comedy|Crime|Romance,Cheyenne Enterprises|Epsilon Motion Pictures|Empire Pictures|Metro-Goldwyn-Mayer (MGM)|Hyde Park Entertainment,10/12/01,173,6.1,2001
11090,0.380227,22000000.0,84772742.0,The Animal,Rob Schneider|Colleen Haskell|John C. McGinley|Ed Asner|Guy Torry,Luke Greenfield,dream|employee|car crash|scientist|police officer,84.0,Action|Comedy,Revolution Studios|Happy Madison Productions,6/1/01,145,4.5,2001
7501,0.379856,15000000.0,12000000.0,Knockaround Guys,Barry Pepper|Andy Davoli|Seth Green|Vin Diesel|John Malkovich,Brian Koppelman|David Levien,montana|sheriff|pile of dead bodies|money|mobster,92.0,Crime|Thriller,Lawrence Bender Productions,9/7/01,46,5.7,2001
56715,0.356425,30739432.899226304,89220658.32474227,Just Visiting,Jean Reno|Christina Applegate|Christian Clavier|Matt Ross|Tara Reid,Jean-Marie PoirÃ©,remake|alternate history|dragon|remake of french film|alternate timeline,88.0,Comedy|Fantasy|Science Fiction,Gaumont|Hollywood Pictures|Bruin Grip Services,4/6/01,95,4.7,2001
10691,0.541416,13000000.0,16929123.0,Crazy/Beautiful,Kirsten Dunst|Jay Hernandez|Bruce Davison|Herman Osorio|Miguel Castro,John Stockwell,lovesickness|jealousy|parents kids relationship|love of one's life|cutting the cord,99.0,Drama|Romance,Touchstone Pictures|Ufland,6/29/01,57,6.6,2001
28171,0.350862,30739432.899226304,89220658.32474227,Safar e Ghandehar,Ike Ogut|Nelofer Pazira|Hassan Tantai|Sadou Teymouri|Hoyatala Hakimi,Mojtaba Mirtahasebi|Kaveh Moinfar|Mohsen Makhmalbaf,islam|middle east|refugee|afghanistan|famine,85.0,Drama|Foreign,Bac Films,5/11/01,11,4.5,2001
10477,0.20867,94000000.0,54744738.0,Driven,Kip Pardue|Robert Sean Leonard|Til Schweiger|Estella Warren|Sylvester Stallone,Renny Harlin,competition|running|career|idol|racing car,116.0,Action,Epsilon Motion Pictures|Franchise Pictures|Trackform Film Productions|Mel's Cite du Cinema,4/27/01,90,4.8,2001
14369,0.348262,24000000.0,14782676.0,Out Cold,Jason London|Lee Majors|Zach Galifianakis|David Koechner|Willie Garson,Brendan Malloy|Emmett Malloy,manager|alcohol|races|mountains|gondola,89.0,Comedy,Spyglass Entertainment|Touchstone Pictures,11/21/01,28,6.1,2001
27601,0.333096,500000.0,89220658.32474227,Citizen Toxie: The Toxic Avenger IV,David Mattey|Clyde Lewis|Heidi Sjursen|Paul Kyrmse|Joe Fleishaker,Lloyd Kaufman,rape|nudity|satire|slapstick|sequel,109.0,Comedy|Horror,Troma Entertainment,11/1/01,11,6.3,2001
5764,0.318067,30739432.899226304,89220658.32474227,Princess of Thieves,Keira Knightley|David Barrass|Malcolm McDowell|Hannah Cresswell|Stuart Wilson,Peter Hewitt,robin hood|hood|arrow|wood|arch,88.0,Action|Family|Adventure|Romance|TV Movie,Granada Entertainment,3/11/01,27,5.7,2001
13496,0.328665,35000000.0,13678913.0,American Outlaws,Colin Farrell|Scott Caan|Ali Larter|Gabriel Macht|Gregory Smith,Les Mayfield,sheriff|horse|outlaw|jesse james|cole younger,94.0,Action|Western,Warner Bros. Pictures|Morgan Creek Productions,8/17/01,26,5.8,2001
9740,0.324227,87000000.0,351692268.0,Hannibal,Anthony Hopkins|Julianne Moore|Gary Oldman|Ray Liotta|David Andrews,Ridley Scott,venice|brain|suspense|serial killer|fbi agent,131.0,Crime|Drama|Thriller|Horror,Universal Pictures|Scott Free Productions|Metro-Goldwyn-Mayer (MGM)|Dino De Laurentiis Company,2/8/01,772,6.3,2001
11456,0.323191,75000000.0,54249294.0,Domestic Disturbance,John Travolta|Vince Vaughn|Teri Polo|Matt O'Leary|Steve Buscemi,Harold Becker,menace|adoption|dangerous|adoptive father|threat to death,89.0,Mystery|Thriller|Crime,Paramount Pictures,10/30/01,50,5.4,2001
2084,0.318495,13000000.0,89220658.32474227,Birthday Girl,Nicole Kidman|Ben Chaplin|Vincent Cassel|Mathieu Kassovitz|Kate Lynn Evans,Jez Butterworth,female nudity|robbery|mail order bride|bank clerk,93.0,Comedy|Crime|Thriller,HAL Films|Mirage Enterprises|Film4,9/6/01,51,6.1,2001
26290,0.300784,30739432.899226304,89220658.32474227,Me Without You,Anna Friel|Michelle Williams|Trudie Styler|Allan Corduner|Oliver Milburn,Sandra Goldbacher,friendship|romance|independent film|coming of age|university,107.0,Drama,Fireworks Pictures|Momentum Pictures,11/1/01,10,7.0,2001
4965,0.300216,40000000.0,89220658.32474227,Impostor,Gary Sinise|Madeleine Stowe|Mekhi Phifer|Vincent D'Onofrio|Tony Shalhoub,Gary Fleder,android|alien,102.0,Action|Science Fiction|Thriller,Dimension Films|Marty Katz Productions|Mojo Films|PK Pictures,12/3/01,54,5.9,2001
32577,0.298712,30739432.899226304,89220658.32474227,The Parole Officer,Steve Coogan|Lena Headey|Ben Miller|Om Puri|Steven Waddington,John Duigan,bank|murder|framed|cctv,93.0,Action|Comedy|Foreign,DNA Films|Figment Films|Toledo Pictures,6/12/01,18,5.6,2001
9523,0.293121,30739432.899226304,89220658.32474227,Lantana,Anthony LaPaglia|Geoffrey Rush|Barbara Hershey|Kerry Armstrong|Rachael Blake,Ray Lawrence,infidelity|investigation|marriage crisis|police|relation,121.0,Crime|Drama|Mystery|Thriller,Australian Film Finance Corporation (AFFC)|MBP (Germany)|Jan Chapman Productions|The New South Wales Film and Television Office,10/4/01,19,6.2,2001
21597,0.286107,1500000.0,89220658.32474227,Elvira's Haunted Hills,Cassandra Peterson|Richard O'Brien|Mary Scheer|Scott Atkinson|Heather Hopper,Sam Irvin,castle,90.0,Comedy|Horror,Media Pro Pictures,6/22/01,10,5.6,2001
13503,0.283553,30739432.899226304,89220658.32474227,Texas Rangers,James Van Der Beek|Rachael Leigh Cook|Ashton Kutcher|Dylan McDermott|Usher Raymond,Steve Miner,underwear|tiger|racial segregation,110.0,Action|Adventure|Drama|Western,Dimension Films,11/30/01,10,5.6,2001
12660,0.278317,30739432.899226304,741394.0,Charlotte Gray,Cate Blanchett|James Fleet|Abigail Cruttenden|Charlotte McDougall|Rupert Penry-Jones,Gillian Armstrong,france|resistance|loss of lover|world war ii|nazis,121.0,Drama|History|Romance|War,Senator Film Produktion|Ecosse Films|Film4|Pod Films,12/17/01,14,5.4,2001
26602,0.299969,34000000.0,19693891.0,Summer Catch,Freddie Prinze Jr.|Jessica Biel|Fred Ward|Matthew Lillard|Brian Dennehy,Mike Tollin,beach|baseball|sport|bikini|party,108.0,Drama|Comedy|Romance,Tollin/Robbins Productions|Warner Bros.,8/22/01,35,4.8,2001
2171,0.274314,5000000.0,295206.0,Wet Hot American Summer,Janeane Garofalo|David Hyde Pierce|Michael Showalter|Marguerite Moreau|Paul Rudd,David Wain,adolescence|summer camp|independent film,97.0,Comedy,Eureka Pictures,7/27/01,163,6.5,2001
10984,0.274027,30739432.899226304,89220658.32474227,Valentine,Denise Richards|David Boreanaz|Marley Shelton|Jessica Capshaw|Jessica Cauffiel,Jamie Blanks,mobbing|success|violence against women|revenge|serial killer,96.0,Horror|Thriller,Village Roadshow Pictures|NPV Entertainment|Warner Bros.,2/1/01,51,4.9,2001
11088,0.272619,35000000.0,89220658.32474227,Heist,Gene Hackman|Danny DeVito|Delroy Lindo|Sam Rockwell|Rebecca Pidgeon,David Mamet,gold|blackmail|bank robber|jewelry|receiving of stolen goods,107.0,Action|Crime|Drama|Thriller,Epsilon Motion Pictures|Franchise Pictures|Indelible Pictures|Linson Entertainment|Art Linson Productions,11/9/01,62,6.5,2001
4012,0.353327,1500000.0,416925.0,The Believer,Ryan Gosling|Summer Phoenix|Theresa Russell|Billy Zane|Joshua Harto,Henry Bean,bomb|jewry|world war ii|jewish life|jew,98.0,Drama,Fuller Films|Seven Arts Pictures,1/19/01,78,6.8,2001
23685,0.263042,75000000.0,5409517.0,Monkeybone,Brendan Fraser|Bridget Fonda|John Turturro|Chris Kattan|Giancarlo Esposito,Henry Selick,parallel worlds|organ donation|horniness agent|aftercreditsstinger,93.0,Adventure|Fantasy|Animation|Action|Comedy,20th Century Fox|1492 Pictures,2/23/01,37,4.0,2001
39180,0.258176,30739432.899226304,89220658.32474227,See Spot Run,Michael Clarke Duncan|David Arquette|Leslie Bibb|Joe Viterelli|Steve Schirripa,John Whitesell,dog,94.0,Action|Comedy|Family,Village Roadshow Pictures|NPV Entertainment|Robert Simonds Productions|Warner Bros.|Spot Pictures,3/2/01,26,4.8,2001
16550,0.257859,30739432.899226304,89220658.32474227,Storytelling,John Goodman|Selma Blair|Robert Wisdom|Paul Giamatti|Leo Fitzpatrick,Todd Solondz,sex|exploitation|high school|celebrity|independent film,87.0,Comedy|Drama,New Line Cinema|Killer Films|Good Machine,11/8/01,22,5.8,2001
20536,0.25108,30739432.899226304,89220658.32474227,61*,Barry Pepper|Thomas Jane|Anthony Michael Hall|Richard Masur|Bruce McGill,Billy Crystal,baseball|sport|historical figure,129.0,Drama|History,61* Productions Inc.,4/28/01,24,5.8,2001
18976,0.249357,30739432.899226304,89220658.32474227,Attila,Gerard Butler|Powers Boothe|Simmone Jade Mackinnon|Reg Rogers|Alice Krige,Dick Lowry,general|roman|army|battlefield|blood,177.0,War|Action|Adventure|Drama|History,Alphaville Films|USA Cable Network|Attila Productions|Michael R. Joyce Productions,1/1/01,41,6.2,2001
12312,0.227672,38000000.0,89220658.32474227,Joe Somebody,Tim Allen|Julie Bowen|Kelly Lynch|Greg Germann|Jim Belushi,John Pasquin,profession|karate|daughter|befÃ¶rderung|ex-wife,99.0,Comedy,20th Century Fox|Regency Enterprises,12/21/01,14,5.5,2001
1783,0.507235,30739432.899226304,89220658.32474227,To End All Wars,CiarÃ¡n McMenamin|Robert Carlyle|Kiefer Sutherland|Sakae Kimura|Mark Strong,David L. Cunningham,japan|scotland|traitor|freight train|railway car,108.0,Action|Comedy|Drama|History,Argyll Film Partners|Gummshoe Productions|Integrity Partners|Pray For Rain Pictures,9/2/01,13,6.3,2001
